alert,alt_baro,alt_geom,baro_rate,category,dbFlags,emergency,flight,gs,gva,hex,lat,lon,messages,mlat,nac_p,nac_v,nav_altitude_mcp,nav_heading,nav_qnh,nic,nic_baro,r,rc,rssi,sda,seen,seen_pos,sil,sil_type,spi,squawk,t,tisb,track,type,version,Closest Airport Name,Closest Airport Code,Closest Distance (nm),Matched Base
0.0,775,550.0,,A7,1.0,none,C6604   ,97.0,2.0,ae26bb,40.643314,-74.644608,5471424.0,[],11.0,1.0,,,,9.0,1.0,6604.0,75.0,-15.0,2.0,0.2,0.23,3.0,perhour,0.0,4442.0,AS65,[],181.77,adsb_icao,2.0,Seldovia Seaplane Base,,5.92,False
,ground,,,A7,1.0,none,C6006   ,5.8,,ae27f7,27.913198,-82.694328,2042577.0,[],11.0,1.0,,,,9.0,,6006.0,75.0,-2.5,2.0,0.3,0.34,3.0,perhour,,112.0,H60,[],,adsb_icao,2.0,Ocean Reef Club Airport,07FA,874.8,False
0.0,3050,2925.0,0.0,A3,1.0,none,C2009   ,172.1,2.0,ae57d3,33.438309,-117.999481,7091745.0,[],10.0,1.0,,,,8.0,1.0,2009.0,186.0,-9.9,2.0,0.0,0.32,3.0,perhour,0.0,5220.0,C30J,[],357.67,adsb_icao,2.0,NYPD Air Operations (Floyd Bennett Field) Heliport,NY22,35.06,True
0.0,375,550.0,,A7,1.0,none,C6591   ,115.1,2.0,ae26b1,21.259476,-158.080185,3299416.0,[],11.0,1.0,,,,10.0,1.0,6591.0,25.0,-11.2,2.0,0.2,0.23,3.0,perhour,0.0,1200.0,AS65,[],352.01,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,0.41,True
0.0,950,975.0,-384.0,A7,1.0,none,C6578   ,130.1,2.0,ae26a4,42.644459,-82.839661,6868374.0,[],11.0,1.0,,,,10.0,1.0,6578.0,25.0,-9.0,2.0,0.3,0.44,3.0,perhour,0.0,4426.0,AS65,['baro_rate'],146.92,adsb_icao,2.0,Swepi Beta Platform Eureka Heliport,CL38,9.59,False
0.0,1850,2025.0,,A7,1.0,none,C6577   ,113.4,2.0,ae26a3,30.801727,-88.361694,2323458.0,[],11.0,1.0,,,,10.0,1.0,6577.0,25.0,-28.3,2.0,0.1,0.12,3.0,perhour,0.0,4665.0,AS65,[],95.06,adsb_icao,2.0,Kalaeloa Airport,PHJR,2.92,True
0.0,5375,5725.0,-192.0,A2,1.0,none,C2318   ,199.5,2.0,ae4bf2,30.671402,-88.699463,7287220.0,[],10.0,1.0,5504.0,86.48,1020.0,8.0,1.0,2318.0,186.0,-12.1,3.0,0.1,0.66,3.0,perhour,0.0,5262.0,CN35,[],54.8,adsb_icao,2.0,Selfridge Air National Guard Base Airport,KMTC,1.86,True
0.0,2225,2150.0,-256.0,A2,1.0,none,C2309   ,185.2,2.0,ae2707,41.829235,-70.421532,10426940.0,[],10.0,1.0,2016.0,218.67,1013.6,8.0,1.0,2309.0,186.0,-17.0,3.0,0.2,0.16,3.0,perhour,0.0,161.0,CN35,[],87.52,adsb_icao,2.0,Mobile Regional Airport,KMOB,9.03,True
0.0,1125,1175.0,,A7,1.0,none,C6586   ,125.0,2.0,ae26ac,30.338186,-88.145233,1487907.0,[],11.0,1.0,,,,9.0,1.0,6586.0,75.0,-26.4,2.0,0.2,0.22,3.0,perhour,0.0,1200.0,AS65,[],339.39,adsb_icao,2.0,Mobile Regional Airport,KMOB,23.66,True
0.0,2050,2200.0,,A7,1.0,none,C6590   ,133.2,2.0,ae26b0,44.156342,-124.059402,1057788.0,[],11.0,1.0,,,,10.0,1.0,6590.0,25.0,-4.6,2.0,0.0,0.0,3.0,perhour,0.0,1200.0,AS65,[],190.38,adsb_icao,2.0,Mansfield Municipal Airport,1B9,36.21,True
0.0,400,525.0,,A7,1.0,none,C6036   ,127.4,2.0,ae2913,27.753479,-82.725182,4193996.0,[],11.0,1.0,,,,10.0,1.0,6036.0,25.0,-4.6,2.0,0.2,0.24,3.0,perhour,0.0,115.0,H60,[],15.02,adsb_icao,2.0,Mobile Regional Airport,KMOB,21.73,True
0.0,850,825.0,768.0,A7,1.0,none,C6560   ,54.0,2.0,ae2692,42.598434,-82.83741,7160264.0,[],11.0,1.0,,,,10.0,1.0,6560.0,25.0,-9.2,2.0,0.2,0.61,3.0,perhour,0.0,4427.0,AS65,['baro_rate'],182.12,adsb_icao,2.0,Newport Municipal Airport,KONP,25.44,True
0.0,2350,2500.0,-64.0,A2,1.0,none,C2307   ,208.1,2.0,ae223e,25.865355,-79.902878,7360920.0,[],10.0,1.0,2496.0,289.69,1019.2,8.0,1.0,2307.0,186.0,-8.5,3.0,0.0,0.02,3.0,perhour,0.0,1277.0,CN35,['geom_rate'],289.65,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,9.59,True
0.0,9275,9650.0,-1088.0,A2,1.0,none,C2705   ,212.4,2.0,ae2730,34.092068,-96.399818,791814.0,[],10.0,1.0,6016.0,357.89,1019.2,8.0,1.0,2705.0,186.0,-11.0,2.0,0.1,0.89,3.0,perhour,0.0,1315.0,C27J,[],281.68,adsb_icao,2.0,Selfridge Air National Guard Base Airport,KMTC,0.9,True
0.0,20000,20425.0,,A3,1.0,none,C2006   ,318.0,2.0,ae10ec,59.327042,-149.835022,2319711.0,[],10.0,2.0,,260.16,1012.8,10.0,1.0,2006.0,25.0,-25.3,2.0,0.6,1.9,3.0,perhour,0.0,5303.0,C30J,[],221.81,adsb_icao,2.0,Miami-Opa Locka Executive Airport,KOPF,20.47,True
0.0,3125,3125.0,,A7,1.0,none,        ,128.1,2.0,ae4a4c,58.203564,-135.02179,34724.0,[],9.0,1.0,,,,9.0,1.0,6045.0,75.0,-23.9,2.0,0.3,0.33,3.0,perhour,0.0,1200.0,H60,[],280.34,adsb_icao,2.0,Mc Laughlin Farm Airport,66OK,1.11,False
0.0,925,1000.0,0.0,A7,1.0,none,C6030   ,100.7,2.0,ae290d,36.269348,-76.10321,3522234.0,[],10.0,1.0,,,,9.0,1.0,6030.0,75.0,-6.2,2.0,0.3,0.32,3.0,perhour,0.0,1200.0,H60,[],242.16,adsb_icao,2.0,Bradley Lake Hydroelectric Project Airstrip,0AK7,43.78,False
0.0,400,200.0,,A7,1.0,none,C6055   ,108.8,2.0,ae6ce9,33.921684,-118.822289,11715976.0,[],11.0,1.0,,,,9.0,1.0,6055.0,75.0,-19.7,2.0,0.1,0.08,3.0,perhour,0.0,1200.0,H60,[],306.03,adsb_icao,2.0,Juneau International Airport,PAJN,16.8,True
0.0,400,450.0,,A7,1.0,none,C6534   ,98.2,2.0,ae267c,29.424179,-95.140739,6681596.0,[],11.0,1.0,,,,9.0,1.0,6534.0,75.0,-7.8,2.0,0.0,0.0,3.0,perhour,0.0,1200.0,AS65,[],356.5,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,3.5,True
0.0,1100,1225.0,,A7,1.0,none,C6598   ,128.2,2.0,ae26b8,30.629242,-88.026878,2045371.0,[],11.0,1.0,,,,10.0,1.0,6598.0,25.0,-17.6,2.0,0.6,0.61,3.0,perhour,0.0,751.0,AS65,[],286.31,adsb_icao,2.0,Point Mugu Naval Air Station (Naval Base Ventura Co),KNTD,19.06,True
0.0,4500,4375.0,,A7,1.0,none,C6034   ,130.3,2.0,ae2911,57.913193,-155.794189,55149.0,[],11.0,1.0,,,,9.0,1.0,6034.0,75.0,-14.6,2.0,0.2,0.21,3.0,perhour,0.0,5553.0,H60,[],104.68,adsb_icao,2.0,Ellington Airport,KEFD,11.0,True
0.0,1325,,0.0,,1.0,,C2311   ,181.0,,ae2709,25.919373,-79.924332,8540189.0,"['callsign', 'gs', 'track', 'baro_rate', 'squawk', 'lat', 'lon', 'nic', 'rc']",,,,,,0.0,,2311.0,0.0,-8.9,,0.2,2.35,,,0.0,4424.0,CN35,[],269.0,mlat,,Mobile Regional Airport,KMOB,11.77,True
0.0,ground,,,A2,1.0,none,C2709   ,13.8,,ae4ae1,27.912071,-82.693497,15943935.0,[],10.0,1.0,,,,8.0,,2709.0,186.0,-2.3,2.0,0.3,0.28,3.0,perhour,0.0,151.0,C27J,[],,adsb_icao,2.0,Wide Bay Airport,,38.28,False
0.0,150,150.0,,A7,1.0,none,C6502   ,65.1,2.0,ae265c,39.41478,-74.512505,3766144.0,[],11.0,1.0,,,,9.0,1.0,6502.0,75.0,-16.3,2.0,0.1,0.05,3.0,perhour,0.0,4431.0,AS65,[],79.38,adsb_icao,2.0,Miami-Opa Locka Executive Airport,KOPF,19.17,True
0.0,575,700.0,,A7,1.0,none,C6011   ,66.2,2.0,ae27fc,41.655407,-70.519257,6322673.0,[],11.0,1.0,,,,9.0,1.0,6011.0,75.0,-4.9,2.0,0.0,0.19,3.0,perhour,0.0,1200.0,H60,[],165.12,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,0.34,True
0.0,150,125.0,,A7,1.0,none,C6567   ,50.2,2.0,ae2699,37.63269,-122.394081,11885496.0,[],11.0,1.0,,,,9.0,1.0,6567.0,75.0,-6.2,2.0,0.0,0.54,3.0,perhour,0.0,1277.0,AS65,[],314.19,adsb_icao,2.0,Atlantic City International Airport,KACY,3.95,True
1.0,16800,16675.0,,A3,1.0,none,C2005   ,337.1,2.0,ae10eb,57.636017,-153.567581,1743201.0,[],10.0,2.0,,60.47,1015.2,10.0,1.0,2005.0,25.0,-27.1,2.0,4.3,9.78,3.0,perhour,0.0,1200.0,C30J,[],69.15,adsb_icao,2.0,Mansfield Municipal Airport,1B9,36.76,True
0.0,7200,7650.0,,A3,1.0,none,C2015   ,222.5,2.0,ae5dee,26.21673,-97.56266,12431383.0,[],10.0,2.0,,0.0,1016.0,10.0,1.0,2015.0,25.0,-20.8,2.0,0.5,0.52,3.0,perhour,0.0,4166.0,C30J,[],35.12,adsb_icao,2.0,San Francisco International Airport,KSFO,1.2,True
0.0,100,150.0,0.0,A7,1.0,none,C6051   ,46.2,2.0,ae4e03,27.972309,-82.84343,2741133.0,[],11.0,1.0,,,,9.0,1.0,6051.0,75.0,-3.6,2.0,0.2,0.19,3.0,perhour,0.0,1200.0,H60,[],175.03,adsb_icao,2.0,Kodiak Airport,PADQ,35.24,True
0.0,-75,25.0,,A7,1.0,none,C6564   ,20.0,2.0,ae2696,30.218948,-81.888695,1359292.0,[],11.0,1.0,,,,10.0,1.0,6564.0,25.0,-25.4,2.0,5.9,5.87,3.0,perhour,0.0,1200.0,AS65,[],270.0,adsb_icao,2.0,Shofner Farms Airport,2TS2,9.63,False
0.0,1500,1475.0,,A7,1.0,none,C6031   ,104.7,2.0,ae290e,41.732079,-70.444077,7045302.0,[],11.0,1.0,,,,10.0,1.0,6031.0,25.0,-8.7,2.0,0.0,0.0,3.0,perhour,0.0,1200.0,H60,[],206.08,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,9.09,True
0.0,1450,1425.0,-192.0,A2,1.0,none,CGR2713 ,147.5,2.0,ae4ae5,38.636261,-121.35038,28721147.0,[],10.0,1.0,1408.0,68.2,1015.2,8.0,1.0,2713.0,186.0,-5.6,2.0,0.3,0.34,3.0,perhour,0.0,1200.0,C27J,['geom_rate'],184.67,adsb_icao,2.0,Cecil Airport,KVQQ,0.62,True
0.0,ground,-25.0,,A7,1.0,none,C6545   ,5.8,2.0,ae2685,38.846062,-77.046249,4890050.0,[],9.0,1.0,,,,8.0,1.0,6545.0,186.0,-13.5,2.0,0.3,0.32,3.0,perhour,0.0,5147.0,AS65,[],225.0,adsb_icao,2.0,Mansfield Municipal Airport,1B9,37.38,True
0.0,2900,3050.0,-448.0,A2,1.0,none,C2711   ,215.9,2.0,ae4ae3,27.968307,-82.973137,13024401.0,[],10.0,1.0,2016.0,0.7,1017.6,8.0,1.0,2711.0,186.0,-6.2,2.0,0.0,0.24,3.0,perhour,0.0,2543.0,C27J,[],75.51,adsb_icao,2.0,McClellan Airfield,KMCC,3.03,True
0.0,2700,2275.0,-960.0,A2,1.0,none,C2301   ,196.9,2.0,ae2237,36.318054,-76.07431,5480932.0,[],10.0,1.0,2016.0,272.81,1000.8,8.0,1.0,2301.0,186.0,-9.3,3.0,0.1,0.31,3.0,perhour,0.0,2012.0,CN35,[],95.54,adsb_icao,2.0,Ronald Reagan Washington National Airport,KDCA,0.54,True
0.0,25,150.0,0.0,A7,1.0,none,C6551   ,90.3,2.0,ae2689,25.746597,-80.141045,1588515.0,[],11.0,1.0,,,,10.0,1.0,6551.0,25.0,-5.0,2.0,0.7,0.75,3.0,perhour,0.0,4426.0,AS65,['baro_rate'],26.28,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,15.58,True
0.0,7475,,-7.0,,1.0,,,148.0,,ae223c,26.575752,-97.272697,4947657.0,"['gs', 'track', 'baro_rate', 'squawk', 'lat', 'lon', 'nic', 'rc']",,,,,,0.0,,2305.0,0.0,-22.3,,1.3,40.0,,,0.0,4521.0,CN35,[],110.0,mlat,,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,5.96,True
0.0,1200,1300.0,0.0,A7,1.0,none,C6532   ,98.4,2.0,ae267a,42.505096,-124.295944,446706.0,[],11.0,1.0,,,,8.0,1.0,6532.0,186.0,-25.7,2.0,35.0,39.61,3.0,perhour,0.0,1200.0,AS65,[],95.25,adsb_icao,2.0,Miami-Opa Locka Executive Airport,KOPF,12.14,True
0.0,1350,1550.0,,A3,1.0,none,C2011   ,170.4,2.0,ae57d5,21.191162,-158.204666,2030360.0,[],9.0,2.0,1504.0,310.08,1016.8,9.0,1.0,2011.0,75.0,-25.2,2.0,0.2,0.38,3.0,perhour,0.0,2153.0,C30J,[],356.3,adsb_icao,2.0,Charles R Johnson Airport,,9.01,False
0.0,900,1075.0,,A3,1.0,none,C2007   ,163.0,2.0,ae57d1,21.199656,-158.321838,3648343.0,[],9.0,2.0,,89.3,1016.8,9.0,1.0,2007.0,75.0,-29.1,2.0,0.9,0.87,3.0,perhour,0.0,1200.0,C30J,[],100.97,adsb_icao,2.0,Gold Beach Municipal Airport,K4S1,7.91,False
0.0,400,525.0,,A7,1.0,none,C6607   ,87.8,2.0,ae26be,39.495941,-74.604691,5445729.0,[],11.0,1.0,,,,10.0,1.0,6607.0,25.0,-14.5,2.0,0.7,0.68,3.0,perhour,0.0,4437.0,AS65,[],137.77,adsb_icao,2.0,Kalaeloa Airport,PHJR,10.26,True
0.0,3200,3125.0,,A7,1.0,none,C6047   ,172.3,2.0,ae4dff,44.698837,-85.845078,2528123.0,[],11.0,1.0,,,,10.0,1.0,6047.0,25.0,-15.2,2.0,0.2,0.2,3.0,perhour,0.0,1200.0,H60,[],74.51,adsb_icao,2.0,Kalaeloa Airport,PHJR,15.51,True
0.0,675,675.0,,A7,1.0,none,C6524   ,123.0,2.0,ae2672,36.346664,-76.182632,85287.0,[],11.0,1.0,,,,9.0,1.0,6524.0,75.0,-3.6,2.0,0.5,0.69,3.0,perhour,0.0,1200.0,AS65,[],180.93,adsb_icao,2.0,Atlantic City International Airport,KACY,2.63,True
0.0,2425,2525.0,128.0,A3,1.0,none,C2001   ,173.0,2.0,ae10e7,36.076962,-75.845108,8854725.0,[],10.0,1.0,,,,8.0,1.0,2001.0,186.0,-3.7,2.0,0.0,0.0,3.0,perhour,0.0,1200.0,C30J,[],285.08,adsb_icao,2.0,Cherry Capital Airport,KTVC,11.53,True
0.0,75,200.0,0.0,A7,1.0,,C6593   ,116.9,,ae26b3,43.921143,-124.150871,917473.0,[],,1.0,,,,10.0,,6593.0,25.0,-9.8,,49.0,56.09,,,0.0,1200.0,AS65,[],194.87,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,5.17,True
0.0,-25,125.0,448.0,A7,1.0,none,C6528   ,63.0,2.0,ae2676,30.042023,-81.68222,1387744.0,[],11.0,1.0,,,,10.0,1.0,6528.0,25.0,-13.0,2.0,2.7,2.74,3.0,perhour,0.0,1200.0,AS65,[],0.91,adsb_icao,2.0,,,,
0.0,5025,5275.0,,A7,1.0,,C6035   ,96.8,2.0,ae2912,58.256241,-154.982712,11219575.0,[],11.0,1.0,,,,10.0,1.0,6035.0,25.0,-25.9,2.0,6.5,6.51,3.0,perhour,0.0,,H60,[],196.19,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,19.42,True
0.0,3350,3475.0,-896.0,A2,1.0,none,C2701   ,125.0,2.0,ae2125,36.271084,-76.008148,157893.0,[],10.0,1.0,1504.0,270.7,1014.4,8.0,1.0,2701.0,186.0,-7.6,2.0,0.0,0.0,3.0,perhour,0.0,5327.0,C27J,[],230.19,adsb_icao,2.0,Newport Municipal Airport,KONP,39.76,True
0.0,1325,1575.0,,A7,1.0,none,C6037   ,133.3,2.0,ae2914,29.64344,-89.946358,4586556.0,[],11.0,1.0,,,,10.0,1.0,6037.0,25.0,-8.8,2.0,1.1,1.07,3.0,perhour,0.0,1277.0,H60,[],297.72,adsb_icao,2.0,,,,
0.0,-150,75.0,,A7,1.0,none,C6538   ,12.0,2.0,ae2680,21.579569,-158.204193,2570503.0,[],11.0,1.0,,,,8.0,1.0,6538.0,186.0,-15.5,2.0,0.7,0.75,3.0,perhour,0.0,1200.0,AS65,[],90.0,adsb_icao,2.0,,,,
0.0,ground,,,A7,1.0,none,C6042   ,8.8,,ae2919,27.913212,-82.692375,878734.0,[],11.0,1.0,,,,9.0,,6042.0,75.0,-5.4,2.0,1.7,1.69,3.0,perhour,0.0,124.0,H60,[],,adsb_icao,2.0,Cecil Airport,KVQQ,14.64,True
0.0,0,125.0,,A7,1.0,none,C6510   ,87.0,2.0,ae2664,39.323513,-74.500244,3486742.0,[],11.0,1.0,,,,10.0,1.0,6510.0,25.0,-20.9,2.0,0.7,2.31,3.0,perhour,0.0,4445.0,AS65,[],59.6,adsb_icao,2.0,,,,
0.0,125,175.0,,A7,1.0,,C6537   ,95.8,2.0,ae267f,36.38723,-76.030769,103951.0,[],11.0,1.0,,,,8.0,1.0,6537.0,186.0,-5.4,2.0,1.6,1.55,3.0,perhour,0.0,,AS65,[],82.8,adsb_icao,2.0,Lake Brooks Seaplane Base,5Z9,30.84,False
0.0,1900,1950.0,,A7,1.0,,C6054   ,113.4,,ae6ce8,18.429703,-66.219849,2254174.0,[],,1.0,,,,10.0,,6054.0,25.0,-26.9,,1.0,1.04,,,0.0,,H60,[],78.29,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,8.1,True
0.0,11850,12700.0,,A3,1.0,none,C2002   ,306.8,2.0,ae10e8,20.570597,-156.538544,5236256.0,[],9.0,2.0,,285.47,1019.2,9.0,1.0,2002.0,75.0,-7.0,2.0,0.3,0.63,3.0,perhour,0.0,3610.0,C30J,[],291.21,adsb_icao,2.0,,,,
0.0,4050,4275.0,,A7,1.0,none,C6043   ,104.3,2.0,ae291a,59.532532,-151.556488,26290.0,[],11.0,1.0,,,,9.0,1.0,6043.0,75.0,-8.5,2.0,0.2,0.24,3.0,perhour,0.0,5556.0,H60,[],192.17,adsb_icao,2.0,New Orleans NAS JRB/Alvin Callender Field,KNBG,11.83,True
0.0,13000,12975.0,,A3,1.0,none,C2014   ,301.1,2.0,ae5ded,58.355392,-154.68219,1917121.0,[],10.0,2.0,,92.81,1012.0,10.0,1.0,2014.0,25.0,-12.0,2.0,0.3,0.26,3.0,perhour,0.0,5162.0,C30J,[],107.59,adsb_icao,2.0,Kalaeloa Airport,PHJR,17.92,True
0.0,-50,75.0,-256.0,A7,1.0,none,C6568   ,45.0,2.0,ae269a,25.898825,-80.289986,5785662.0,[],11.0,1.0,,,,10.0,1.0,6568.0,25.0,-8.4,2.0,0.8,1.18,3.0,perhour,0.0,4425.0,AS65,['baro_rate'],87.46,adsb_icao,2.0,,,,
0.0,6075,6050.0,,A7,1.0,none,C6048   ,113.2,2.0,ae4e00,58.351135,-155.612656,48946.0,[],11.0,1.0,,,,10.0,1.0,6048.0,25.0,-6.1,2.0,0.3,0.68,3.0,perhour,0.0,5557.0,H60,[],109.08,adsb_icao,2.0,St. Petersburg Clearwater International Airport,KPIE,0.32,True
0.0,1000,1100.0,-128.0,A7,1.0,none,C6557   ,94.4,2.0,ae268f,30.494568,-88.188927,2523687.0,[],11.0,1.0,,,,9.0,1.0,6557.0,75.0,-10.7,2.0,0.7,0.66,3.0,perhour,0.0,1200.0,AS65,['baro_rate'],332.89,adsb_icao,2.0,Atlantic City International Airport,KACY,8.8,True
0.0,800,550.0,-128.0,A7,1.0,none,BRACE01 ,133.6,2.0,ae2669,32.697922,-117.372215,4258028.0,[],10.0,4.0,,,,8.0,1.0,6515.0,186.0,-15.2,2.0,0.1,0.14,3.0,perhour,0.0,1200.0,AS65,[],135.3,adsb_icao,2.0,Elizabeth City Regional Airport & Coast Guard Air Station,KECG,10.31,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ocean Reef Club Airport,07FA,885.23,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luamakika Helipad,,2.32,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bootleggers Cove Airport,2AK4,4.0,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Brooks Seaplane Base,5Z9,36.54,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miami-Opa Locka Executive Airport,KOPF,0.8,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lake Brooks Seaplane Base,5Z9,13.3,False
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mobile Regional Airport,KMOB,12.1,True
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,San Diego International Airport,KSAN,9.47,True
